,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age
694,97800.0,94964.67,42,M,1957-07-07,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2006,AJ,130500,S2,2023-01-12,S3,NPL,APPLICATION_COMPLETED,66,17
695,50000.0,49857.68,36,M,1983-02-09,อื่นๆ,12000.0,MC,VESPA,SPRINT 125,2020,AM,85000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,40,3
696,14000.0,13967.4,36,F,1981-08-28,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,42,10
697,12000.0,11979.73,18,M,2001-03-20,พนักงานบริษัท,9000.0,MC,GPX,DEMON 125,2017,AF,17000,S1,2023-01-06,S2,NPL,APPLICATION_COMPLETED,22,6
698,25000.0,24765.58,36,M,1997-06-11,STREET VENDOR,15000.0,MC,HONDA,PCX 150,2013,BS,41500,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,26,10
699,31500.0,30413.24,24,F,1990-05-29,ข้าราชการ,19430.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,33,4
700,18000.0,17938.8,36,F,2000-08-04,พนักงานบริษัท,13000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,23,10
701,40000.0,38719.34,24,M,1995-01-12,อื่นๆ,10000.0,MC,HONDA,PCX 150,2016,CF,56000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,28,7
702,15000.0,14518.31,18,M,1991-08-03,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,32,2
703,27700.0,27700.0,36,M,1985-05-14,STREET VENDOR,15000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,38,7
704,25000.0,24779.96,36,F,1991-09-21,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-11-21,S1,NPL,APPLICATION_COMPLETED,32,10
705,140000.0,138829.83,60,F,1984-04-20,พนักงานบริษัท,20000.0,CAR,MAZDA,3,2008,BY,225000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,39,15
706,28500.0,28500.0,18,F,1992-03-28,พนักงานบริษัท,18000.0,MC,YAMAHA,GRAND FILANO 125,2017,AR,38000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,31,6
707,20800.0,20385.43,12,M,1992-03-08,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,31,5
708,91000.0,90941.18,60,F,1991-03-19,STREET VENDOR,15000.0,CAR,NISSAN,MARCH,2010,CA,140000,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,32,13
709,15000.0,14902.51,36,M,1979-08-06,STREET VENDOR,20000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,44,16
711,250000.0,250000.0,54,F,1983-07-18,พนักงานบริษัท,17983.0,CAR,HONDA,JAZZ,2014,CJ,410000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,40,9
712,300000.0,290455.23,60,M,1985-05-28,พนักงานบริษัท,30000.0,PU,ISUZU,D-MAX,2012,BQ,431500,S2,2022-10-30,S1,NPL,APPLICATION_COMPLETED,38,11
713,70000.0,70000.0,36,F,1992-08-12,พนักงานบริษัท,18000.0,MC,HONDA,PCX 160,2021,BR,95500,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,31,2
714,27300.0,27300.0,12,F,1989-09-09,STREET VENDOR,25000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,34,5
715,200000.0,199020.27,60,F,1962-10-30,เกษตรกร,25000.0,PU,TOYOTA,HILUX VIGO,2005,CM,301500,S2,2022-10-30,S1,NPL,APPLICATION_COMPLETED,61,18
716,33000.0,33000.0,36,M,1979-08-20,อื่นๆ,19000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,44,4
717,50000.0,50000.0,36,F,1982-05-19,STREET VENDOR,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,41,3
718,30000.0,30000.0,36,F,1991-12-15,อื่นๆ,18000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,32,6
719,15700.0,15700.0,24,M,1982-08-12,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,41,12
720,28000.0,27364.81,24,F,1983-04-26,พนักงานบริษัท,19000.0,MC,HONDA,MSX 125,2018,BP,37500,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,40,5
721,27000.0,27000.0,36,F,1989-10-26,พนักงานบริษัท,20000.0,MC,YAMAHA,FINO 125,2018,AN,36500,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,34,5
722,80500.0,80500.0,48,F,1998-01-03,เกษตรกร,30000.0,CAR,HONDA,JAZZ,2005,BI,161500,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,25,18
723,180000.0,180000.0,60,F,1979-12-09,บุคลากรทางการแพทย์,26690.0,PU,TOYOTA,FORTUNER,2015,FP,831000,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,44,8
724,190000.0,190000.0,60,M,1984-12-01,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2005,DH,238000,S3,2023-01-11,S2,NPL,APPLICATION_COMPLETED,39,18
726,40000.0,40000.0,24,M,1970-06-14,เกษตรกร,17000.0,CAR,CHEVROLET,CRUZE,2012,AF,202000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,53,11
727,15000.0,15000.0,18,F,1982-05-19,STREET VENDOR,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,41,3
728,190000.0,190000.0,60,M,1988-10-04,อื่นๆ,14500.0,PU,TOYOTA,HILUX VIGO,2008,BW,276000,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,35,15
729,30000.0,27904.3,36,F,1995-03-23,STREET VENDOR,25000.0,MC,HONDA,PCX 150,2016,CF,56000,S1,2023-01-06,S3,NPL,APPLICATION_COMPLETED,28,7
731,26000.0,26000.0,36,M,1977-08-05,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,46,10
732,40000.0,40000.0,36,F,1996-07-01,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,27,6
733,25000.0,25000.0,24,F,1995-12-18,พนักงานบริษัท,14000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,28,4
734,19500.0,19500.0,36,M,1986-12-12,STREET VENDOR,30000.0,MC,HONDA,DREAM 110,2014,CA,42000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,37,9
735,210000.0,210000.0,60,F,1988-07-23,พนักงานบริษัท,25000.0,CAR,TOYOTA,VIOS,2013,DU,290000,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,35,10
736,21000.0,21000.0,24,M,1982-08-12,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,41,12
737,15000.0,15000.0,30,M,1995-04-10,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,28,12
738,15800.0,15800.0,24,M,1963-12-05,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,60,12
739,160000.0,157727.65,24,F,1993-10-07,STREET VENDOR,25000.0,PU,MAZDA,BT-50,2011,AX,249500,S2,2023-01-15,S3,NPL,APPLICATION_COMPLETED,30,12
740,21500.0,21500.0,24,M,1963-12-05,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,60,12
741,14500.0,14500.0,36,F,1956-01-01,STREET VENDOR,16000.0,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,67,10
742,32000.0,32000.0,36,M,1975-03-10,STREET VENDOR,15000.0,MC,HONDA,WAVE 110I,2021,CD,43500,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,48,2
743,20000.0,20000.0,24,F,1987-01-14,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,36,5
744,240000.0,240000.0,60,M,1994-01-21,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2015,DL,319000,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,29,8
745,11000.0,11000.0,12,F,1988-06-15,พนักงานบริษัท,25000.0,MC,SUZUKI,SKYDRIVE 125,2012,AD,17500,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,35,11
746,33000.0,33000.0,36,M,1995-05-01,ข้าราชการ,15500.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,28,4
748,8000.0,8000.0,36,F,1996-08-11,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125,2010,AE,12500,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,27,13
749,228800.0,228800.0,60,F,1987-07-12,พนักงานบริษัท,16300.0,PU,TOYOTA,HILUX VIGO,2008,EO,286000,S3,2023-01-08,S2,NPL,APPLICATION_COMPLETED,36,15
750,10000.0,10000.0,12,F,1991-05-10,พนักงานบริษัท,20000.0,MC,GPX,DEMON 125,2016,AF,16000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,32,7
751,18700.0,18700.0,18,M,1963-10-24,อื่นๆ,30000.0,MC,HONDA,SCOOPY I,2014,BV,25000,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,60,9
752,27000.0,27000.0,36,M,1999-04-20,STREET VENDOR,20000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,24,7
753,26000.0,26000.0,24,F,1994-05-07,อื่นๆ,10000.0,MC,YAMAHA,GRAND FILANO 125,2018,AV,34500,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,29,5
754,33000.0,33000.0,36,M,1980-06-09,อื่นๆ,12000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,43,1
755,24000.0,24000.0,12,F,1970-07-23,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2018,BZ,33000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,53,5
756,15000.0,15000.0,18,M,2001-12-08,พนักงานบริษัท,17880.0,MC,HONDA,WAVE 100,2008,AO,22000,S3,2023-01-11,S2,NPL,APPLICATION_COMPLETED,22,15
757,26000.0,26000.0,36,M,1983-04-29,อื่นๆ,25000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S2,2022-11-21,S1,NPL,APPLICATION_COMPLETED,40,5
760,19500.0,19500.0,36,F,1997-08-05,STREET VENDOR,10000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,26,9
761,18700.0,18700.0,36,F,1989-12-25,อื่นๆ,11000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,34,11
762,31000.0,31000.0,36,F,1972-09-01,อื่นๆ,10000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,51,9
763,30000.0,30000.0,12,F,1980-03-23,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,43,7
764,11000.0,11000.0,12,F,1967-08-17,STREET VENDOR,20000.0,MC,GPX,DEMON 125,2016,AF,16000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,56,7
765,218000.0,218000.0,48,M,1987-12-14,ข้าราชการ,24050.0,CAR,TOYOTA,VIOS,2013,DU,290000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,36,10
766,26400.0,26400.0,24,F,2000-07-16,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,23,9
767,134600.0,134600.0,60,M,1987-02-18,อื่นๆ,12000.0,PU,MITSUBISHI,TRITON,2006,AH,222500,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,36,17
768,32000.0,32000.0,24,M,1977-02-18,STREET VENDOR,30000.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,46,7
770,24000.0,24000.0,36,F,1993-09-23,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2017,BD,32000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,30,6
771,17800.0,17800.0,24,M,1998-12-09,พนักงานบริษัท,12000.0,MC,GPX,DEMON 150,2017,AB,25500,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,25,6
772,33000.0,33000.0,36,M,1979-09-16,พนักงานบริษัท,18000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,44,9
773,31500.0,31500.0,36,F,1986-01-01,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,37,5
774,30000.0,29711.0,24,M,1985-12-22,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,38,10
775,68400.0,67484.99,24,M,1979-01-26,ข้าราชการ,32680.0,CAR,FORD,EVEREST,2005,BF,228000,S1,2023-01-08,S2,NPL,APPLICATION_COMPLETED,44,18
776,51000.0,50715.88,36,F,1995-04-10,อื่นๆ,10000.0,MC,HONDA,PCX 150I,2018,BV,64500,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,28,5
777,37000.0,36011.72,36,M,1997-02-03,พนักงานบริษัท,20500.0,MC,HONDA,CLICK 160,2022,CP,57100,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,26,1
778,35000.0,35000.0,36,F,1981-06-13,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,42,3
779,190000.0,190000.0,60,M,1988-08-03,อื่นๆ,30000.0,CAR,TOYOTA,CAMRY,2009,EO,323500,S3,2022-11-28,S2,NPL,APPLICATION_COMPLETED,35,14
780,15000.0,15000.0,18,F,1984-10-30,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S3,2022-12-09,S2,NPL,APPLICATION_COMPLETED,39,11
782,150000.0,150000.0,60,M,1995-03-13,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2010,CR,271000,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,28,13
783,23000.0,23000.0,36,F,1991-04-12,STREET VENDOR,7000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,35500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,32,12
784,46000.0,46000.0,36,F,1986-07-27,อื่นๆ,10000.0,MC,HONDA,PCX 150,2017,CQ,61500,S3,2022-12-12,S2,NPL,APPLICATION_COMPLETED,37,6
785,14200.0,13053.27,12,F,2000-12-06,พนักงานบริษัท,9000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S3,2022-12-12,S2,NPL,APPLICATION_COMPLETED,23,14
786,28000.0,28000.0,12,M,1968-01-29,เกษตรกร,30000.01,MC,HONDA,WAVE 110I,2021,CH,38000,S3,2022-11-05,S2,NPL,APPLICATION_COMPLETED,55,2
788,110000.0,110000.0,60,F,1987-11-06,อื่นๆ,15000.0,CAR,HONDA,CIVIC,2005,AV,167500,S3,2022-12-03,S2,NPL,APPLICATION_COMPLETED,36,18
789,29000.0,29000.0,36,M,1990-08-07,อื่นๆ,20000.0,MC,HONDA,DREAM 110,2016,CB,45000,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,33,7
790,27300.0,27300.0,18,M,1989-01-19,พนักงานบริษัท,9000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,34,6
791,230000.0,230000.0,60,M,1989-10-10,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX VIGO,2007,DR,287000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,34,16
792,29000.0,29000.0,36,M,1993-07-09,เลี้ยงสัตว์,20000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S3,2022-12-09,S2,NPL,APPLICATION_COMPLETED,30,1
793,140000.0,140000.0,60,F,1983-05-09,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2003,AF,184000,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,40,20
794,230000.0,230000.0,60,M,1974-09-11,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2010,FG,332500,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,49,13
795,152550.0,152550.0,60,M,1987-08-17,STREET VENDOR,30000.0,CAR,TOYOTA,INNOVA,2005,AV,226000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,36,18
796,25000.0,25000.0,24,M,1962-10-27,ข้าราชการ,32000.0,MC,YAMAHA,GRAND FILANO 125,2017,AT,33500,S3,2022-12-09,S2,NPL,APPLICATION_COMPLETED,61,6
797,250000.0,250000.0,60,M,1981-02-23,อื่นๆ,17000.0,PU,TOYOTA,HILUX REVO,2015,EI,387500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,42,8
798,27300.0,27204.98,36,M,1993-02-14,อื่นๆ,20000.0,MC,YAMAHA,M-SLAZ 150,2017,BC,42000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,30,6
800,180000.0,180000.0,60,M,1994-12-30,อื่นๆ,26000.0,CAR,HONDA,CIVIC,2007,AV,238500,S3,2022-12-03,S2,NPL,APPLICATION_COMPLETED,29,16
801,15000.0,15000.0,12,F,1997-12-05,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2011,AV,24000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,26,12
802,20000.0,20000.0,24,M,1992-06-22,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,31,13
803,42000.0,42000.0,24,M,1986-02-07,STREET VENDOR,30000.0,MC,HONDA,PCX 150,2016,CF,56000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,37,7
804,180000.0,180000.0,60,F,1994-06-06,STREET VENDOR,25000.0,CAR,MITSUBISHI,LANCER,2002,AC,105000,S3,2022-12-27,S2,NPL,APPLICATION_COMPLETED,29,21
805,32000.0,32000.0,36,F,1985-03-24,อื่นๆ,22000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,38,4
806,21000.0,21000.0,18,F,1977-07-05,เกษตรกร,15000.0,MC,HONDA,MSX 125,2015,BK,28500,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,46,8
807,48000.0,48000.0,36,M,1998-07-12,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2018,DD,64500,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,25,5
809,50000.0,50000.0,36,M,1997-12-08,พนักงานบริษัท,14000.0,MC,HONDA,PCX 160,2021,BQ,82500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,26,2
810,25000.0,25000.0,36,F,1975-08-18,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2013,BU,34000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,48,10
811,30000.0,30000.0,24,F,1976-02-24,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S3,2022-12-27,S2,NPL,APPLICATION_COMPLETED,47,6
812,92000.0,92000.0,30,F,1962-12-30,STREET VENDOR,20000.0,PU,MITSUBISHI,TRITON,2007,BE,184000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,61,16
813,32000.0,32000.0,36,F,1976-06-27,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2021,DQ,46000,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,47,2
814,290000.0,290000.0,60,F,1990-05-04,อื่นๆ,28500.0,PU,MITSUBISHI,TRITON,2015,AC,453000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,33,8
815,25000.0,25000.0,36,F,1981-04-30,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2013,BU,34000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,42,10
816,150000.0,150000.0,60,M,1989-05-26,อื่นๆ,25000.0,PU,TOYOTA,HILUX VIGO,2011,EK,205000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,34,12
817,190000.0,190000.0,60,M,1987-08-10,พนักงานรัฐวิสาหกิจ,25000.0,PU,MAZDA,BT-50PRO,2013,AO,292500,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,36,10
818,70000.0,70000.0,30,F,1985-08-31,พนักงานบริษัท,12000.0,CAR,TOYOTA,COROLLA ALTIS,2003,DG,140500,S3,2022-12-09,S2,NPL,APPLICATION_COMPLETED,38,20
819,25000.0,25000.0,30,M,1983-01-29,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110I,2022,CK,34000,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,40,1
820,180000.0,180000.0,60,M,1983-08-29,ข้าราชการ,36070.0,PU,ISUZU,D-MAX,2007,DB,267000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,40,16
821,125000.0,124670.06,60,M,1998-05-21,อื่นๆ,15000.0,CAR,HONDA,CIVIC,2003,BN,168500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,25,20
822,120000.0,120000.0,60,F,1985-04-20,อื่นๆ,18000.0,CAR,HONDA,JAZZ,2005,BY,163500,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,38,18
823,17700.0,17700.0,36,F,1995-06-21,STREET VENDOR,30000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,28,13
824,34000.0,34000.0,36,M,2001-12-02,อื่นๆ,14000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,22,6
825,154000.0,154000.0,48,M,1976-06-09,อื่นๆ,9500.0,PU,TOYOTA,HILUX VIGO,2005,CT,192000,S3,2022-12-27,S2,NPL,APPLICATION_COMPLETED,47,18
826,14000.0,14000.0,12,F,1956-08-17,STREET VENDOR,15000.0,MC,YAMAHA,FINO (MLEKE),2009,AH,23000,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,67,14
829,144000.0,144000.0,60,M,1969-12-11,ข้าราชการ,36000.0,CAR,TOYOTA,VIOS,2010,DX,222000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,54,13
831,39000.0,39000.0,36,F,1988-01-09,พนักงานบริษัท,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,35,6
832,300000.0,300000.0,60,F,1971-11-04,เกษตรกร,20000.0,PU,NISSAN,NAVARA,2019,DQ,484500,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,52,4
