,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
1650,25650709ULCR00004,247000.0,246426.39,60,F,1975-01-29,พนักงานบริษัท,20000.0,VAN,TOYOTA,HIACE,2007,BN,330500,S1,2022-11-24,S2,PL,APPLICATION_COMPLETED,48,16,0
1677,25650709ULCR00017,68000.0,67756.17,48,F,1993-07-09,อื่นๆ,15000.0,CAR,TOYOTA,COROLLA ALTIS,2002,EE,117000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,30,21,0
1682,25650709ULMB00026,29000.0,26590.04,36,M,1999-11-29,ข้าราชการ,7000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,24,4,0
1686,25650705REUC00023,155000.0,154945.25,60,F,1980-06-17,พนักงานบริษัท,33780.0,CAR,HONDA,CIVIC,2005,DI,210000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,43,18,0
1706,25650709REUC00030,166000.0,165603.24,60,F,1992-01-02,อื่นๆ,16737.0,CAR,MAZDA,2,2013,BC,256000,S1,2022-07-09,S1,PL,APPLICATION_COMPLETED,31,10,0
1717,25650709ULMB00055,23000.0,22924.24,24,F,1998-09-13,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,25,11,0
1764,25650710ULCR00021,250000.0,250000.0,60,M,1981-02-23,อื่นๆ,17000.0,PU,TOYOTA,HILUX REVO,2015,EI,387500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,42,8,1
1776,25650710ULMB00026,27300.0,27204.98,36,M,1993-02-14,อื่นๆ,20000.0,MC,YAMAHA,M-SLAZ 150,2017,BC,42000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,30,6,1
1788,25650704REUM00004,14600.0,14555.46,24,F,1984-03-20,STREET VENDOR,10000.0,MC,HONDA,ICON,2008,AX,19500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,15,0
1853,25650711REUC00033,140000.0,139298.19,60,F,1983-10-12,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2003,AD,177000,S1,2022-07-11,S1,PL,APPLICATION_COMPLETED,40,20,0
1874,25650711REUM00030,50000.0,48616.32,36,F,1993-04-26,พนักงานบริษัท,17166.6,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,30,4,0
1876,25650708REUC00014,220000.0,220000.0,60,F,1962-09-25,พนักงานบริษัท,27880.0,PU,ISUZU,D-MAX,2013,BM,303500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,61,10,0
1882,25650711REUC00046,240000.0,237925.23,60,F,1982-05-18,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2005,CN,307000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,18,0
1883,25650711REUM00034,25000.0,24849.38,30,M,1985-02-26,ข้าราชการ,11500.0,MC,YAMAHA,FINO 125,2019,AS,34000,S1,2022-07-11,S1,PL,APPLICATION_COMPLETED,38,4,0
1903,25650711REUM00036,40000.0,39991.9,18,M,1996-10-18,พนักงานบริษัท,8500.0,MC,VESPA,SPRINT 125,2017,AN,77900,S1,2022-07-11,S1,PL,APPLICATION_COMPLETED,27,6,0
1908,25650711ULMB00095,23000.0,22924.69,24,M,1984-04-21,อื่นๆ,21000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,11,0
1925,25650711ULCR00082,190000.0,190000.0,60,F,1979-12-13,STREET VENDOR,40000.0,PU,TOYOTA,HILUX VIGO,2011,EJ,257000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,44,12,1
1927,25650711ULMB00110,26000.0,25754.96,36,F,1992-11-04,อื่นๆ,13000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,31,12,0
1933,25650711REUM00044,31000.0,30989.94,36,F,1989-08-06,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,34,4,0
1934,25650711ULMB00108,24000.0,21209.59,24,F,1986-03-23,STREET VENDOR,22000.0,MC,HONDA,SCOOPY I,2018,CH,32000,S1,2022-07-11,S1,PL,APPLICATION_COMPLETED,37,5,0
1955,25650711REUC00094,180000.0,180000.0,60,M,1994-12-30,อื่นๆ,26000.0,CAR,HONDA,CIVIC,2007,AV,238500,S3,2022-12-03,S2,NPL,APPLICATION_COMPLETED,29,16,1
1985,25650712ULMB00018,12700.0,10407.99,12,M,1991-02-02,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,32,15,0
1989,25650712ULMB00026,12000.0,11694.08,24,F,1991-01-16,STREET VENDOR,20000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,32,15,0
2028,25650712ULMB00042,25000.0,24866.29,36,F,1972-01-13,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,51,11,1
2037,25650712REUC00023,97800.0,94964.67,42,M,1957-07-07,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2006,AJ,130500,S2,2023-01-12,S3,NPL,APPLICATION_COMPLETED,66,17,1
2038,25650712ULMB00048,28000.0,27937.51,24,F,1977-07-10,STREET VENDOR,16000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-07-12,S1,PL,APPLICATION_COMPLETED,46,1,0
2057,25650712ULCR00034,225000.0,222456.12,48,M,1994-05-02,อื่นๆ,19500.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,2022-07-12,S1,PL,APPLICATION_COMPLETED,29,13,0
2064,25650712ULMB00073,27000.0,26989.72,24,M,1988-06-01,ข้าราชการ,15000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,35,6,0
2074,25650712ULCR00065,200000.0,200000.0,60,M,1965-05-07,ข้าราชการ,40590.0,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,58,10,0
2099,25650712ULCR00075,99000.0,98945.03,60,F,1993-08-17,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2005,EM,153000,S1,2022-07-12,S1,PL,APPLICATION_COMPLETED,30,18,0
2126,25650712ULCR00013,160000.0,155375.06,48,F,1997-04-29,อื่นๆ,60000.0,PU,TOYOTA,HILUX VIGO,2012,ED,218500,S1,2022-07-12,S1,PL,APPLICATION_COMPLETED,26,11,0
2137,25650712REUM00063,23000.0,22754.69,36,M,1983-04-19,STREET VENDOR,30000.0,MC,HONDA,WAVE 125 I,2016,CE,30900,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,7,0
2193,25650714ULMB00022,50000.0,48653.82,24,F,1997-10-18,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,26,4,0
2202,25650714ULMB00019,20000.0,18540.35,18,M,1977-09-22,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-14,S1,PL,APPLICATION_COMPLETED,46,11,0
2244,25650714REUC00023,200000.0,199983.52,60,M,1977-06-29,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,46,17,0
2245,25650714ULMB00051,50000.0,49857.68,36,M,1983-02-09,อื่นๆ,12000.0,MC,VESPA,SPRINT 125,2020,AM,85000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,40,3,1
2256,25650714ULCR00044,138000.0,137974.76,36,F,1968-01-22,อื่นๆ,50000.0,PU,NISSAN,FRONTIER NAVARA,2014,AZ,343500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,55,9,0
2273,25650714ULMB00078,15000.0,15000.0,12,F,1997-12-05,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2011,AV,24000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,26,12,1
2276,25650714ULCR00059,80000.0,79960.31,36,M,2001-10-01,อื่นๆ,18000.0,CAR,HONDA,JAZZ,2004,AG,134500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,22,19,0
2298,25650714ULMB00074,31500.0,30164.97,18,M,1986-12-18,อื่นๆ,36000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,37,4,0
2299,25650714ULMB00103,20000.0,20000.0,24,M,1992-06-22,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,31,13,1
2314,25650714REUC00073,280000.0,278468.92,60,F,1958-11-10,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2012,EI,348000,S1,2022-10-26,S2,PL,APPLICATION_COMPLETED,65,11,0
2330,25650714REUC00062,210000.0,208371.49,60,F,1967-01-15,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CI,264500,S1,2022-07-14,S1,PL,APPLICATION_COMPLETED,56,17,0
2362,25650715ULMB00021,15000.0,14019.2,24,M,1972-06-15,อื่นๆ,19000.0,MC,HONDA,WAVE 110 I,2010,AJ,20000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,51,13,0
2364,25650715ULMB00031,28000.0,26765.06,36,F,1989-04-23,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-11-03,S2,PL,APPLICATION_COMPLETED,34,5,0
2378,25650715ULMB00054,25000.0,21858.11,24,M,1976-09-26,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,47,11,0
2383,25650715ULCR00037,72000.0,71925.51,60,F,1972-07-19,ข้าราชการ,21000.0,CAR,HONDA,CITY,2005,CX,144500,S1,2022-07-15,S1,PL,APPLICATION_COMPLETED,51,18,0
2388,25650715ULCR00093,70000.0,69645.52,36,F,1980-07-15,STREET VENDOR,15000.0,CAR,TOYOTA,COROLLA ALTIS,2003,DX,131500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,43,20,0
2389,25650715ULMB00144,31500.0,29592.61,30,M,1985-04-26,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2023-01-16,S2,PL,APPLICATION_COMPLETED,38,4,0
2393,25650715ULMB00056,50000.0,47626.3,24,M,1976-11-19,พนักงานบริษัท,40000.0,PU,MITSUBISHI,TRITON,2012,BU,372000,S2,2022-11-29,S1,PL,APPLICATION_COMPLETED,47,11,0
2406,25650715REUC00008,100000.0,98057.1,42,M,1973-07-17,อื่นๆ,12000.0,PU,TOYOTA,HILUX TIGER,2000,IA,179500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,50,23,0
2413,25650715REUM00041,31500.0,30697.34,30,M,1967-04-14,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2023-01-03,S2,PL,APPLICATION_COMPLETED,56,6,0
2446,25650716REUM00006,26000.0,25856.81,24,F,1988-08-19,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-11-28,S2,PL,APPLICATION_COMPLETED,35,10,0
2470,25650716ULMB00045,30000.0,28534.46,36,M,1988-02-04,อื่นๆ,20000.0,MC,HONDA,WAVE 125 I,2022,CP,53000,S1,2022-07-16,S1,PL,APPLICATION_COMPLETED,35,1,0
2473,25650716REUM00009,42000.0,42000.0,24,M,1986-02-07,STREET VENDOR,30000.0,MC,HONDA,PCX 150,2016,CF,56000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,37,7,1
2492,25650716ULCR00026,160000.0,158702.89,48,M,1978-07-03,เกษตรกร,40000.0,PU,ISUZU,D-MAX,2012,CD,435000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,45,11,0
2499,25650716REUC00023,180000.0,180000.0,60,F,1994-06-06,STREET VENDOR,25000.0,CAR,MITSUBISHI,LANCER,2002,AC,105000,S3,2022-12-27,S2,NPL,APPLICATION_COMPLETED,29,21,1
2510,25650716ULMB00078,40000.0,39931.68,36,F,1996-10-28,พนักงานบริษัท,20000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,27,5,0
2519,25650716REUM00025,26000.0,25868.7,36,M,1967-10-26,เกษตรกร,9000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,56,12,0
2525,25650716ULMB00080,100000.0,95572.87,36,M,1980-04-18,STREET VENDOR,78000.0,MC,KAWASAKI,Z 1000,2013,AG,221000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,43,10,0
2533,25650717ULMB00003,40000.0,39476.64,36,F,1965-07-13,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,58,6,0
2536,25650716ULMB00075,32000.0,32000.0,36,F,1985-03-24,อื่นๆ,22000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S3,2022-12-14,S2,NPL,APPLICATION_COMPLETED,38,4,1
2537,25650717ULMB00010,10500.0,9403.52,24,M,1978-02-09,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,45,11,0
2540,25650717ULMB00012,49000.0,48945.53,30,M,1998-03-30,อื่นๆ,15000.0,MC,VESPA,GTS 150,2018,AB,69700,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,25,5,0
2556,25650717REUM00010,28000.0,27629.48,36,F,1993-07-28,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,30,4,0
2565,25650717ULMB00044,15000.0,14843.56,18,F,1976-09-04,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-17,S1,PL,APPLICATION_COMPLETED,47,13,0
2567,25650717ULMB00045,21000.0,21000.0,18,F,1977-07-05,เกษตรกร,15000.0,MC,HONDA,MSX 125,2015,BK,28500,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,46,8,1
2576,25650717REUC00010,177000.0,176941.14,60,M,1966-07-30,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2009,AP,253000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,57,14,0
2623,25650717ULMB00051,8500.0,6977.06,12,M,1991-01-02,อื่นๆ,10000.0,MC,YAMAHA,MIO 115,2010,AO,13000,S1,2023-01-01,S2,PL,APPLICATION_COMPLETED,32,13,0
2637,25650718ULMB00014,4500.0,3938.63,12,F,1985-11-10,STREET VENDOR,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,38,19,0
2671,25650718ULMB00056,30000.0,25972.88,24,M,1996-12-20,อื่นๆ,12000.0,MC,YAMAHA,AEROX 155,2018,AB,44000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,27,5,0
2681,25650718ULMB00047,31000.0,29939.8,36,F,1974-12-29,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,49,9,0
2691,25650718ULCR00030,189000.0,189000.0,60,F,1981-10-31,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2008,CD,270500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,42,15,0
2699,25650718REUC00017,200000.0,197486.11,60,M,1967-12-20,เกษตรกร,20000.0,PU,MAZDA,BT-50PRO,2013,AP,316000,S1,2022-07-18,S1,PL,APPLICATION_COMPLETED,56,10,0
2708,25650718ULMB00076,31000.0,29000.51,30,M,1985-08-06,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,38,4,0
2735,25650718ULCR00069,213100.0,212706.59,60,F,1982-11-19,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2007,CY,304500,S1,2022-11-11,S2,PL,APPLICATION_COMPLETED,41,16,0
2738,25650718ULMB00095,14000.0,13967.4,36,F,1981-08-28,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,42,10,1
2746,25650718REUC00057,233000.0,222296.98,48,F,1965-05-21,พนักงานบริษัท,14000.0,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,58,9,0
2760,25650718ULMB00105,14000.0,12069.5,18,F,1983-07-18,พนักงานบริษัท,15000.0,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,40,10,0
2792,25650718REUM00040,37700.0,37237.98,36,M,1985-01-17,STREET VENDOR,40000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,4,0
2796,25650718REUC00096,158000.0,157957.37,48,F,1990-06-09,พนักงานบริษัท,14000.0,CAR,HONDA,BRIO,2013,AO,209500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,33,10,0
2801,25650718ULMB00133,48000.0,48000.0,36,M,1998-07-12,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2018,DD,64500,S3,2022-12-24,S2,NPL,APPLICATION_COMPLETED,25,5,1
2802,25650718ULMB00131,12000.0,11979.73,18,M,2001-03-20,พนักงานบริษัท,9000.0,MC,GPX,DEMON 125,2017,AF,17000,S1,2023-01-06,S2,NPL,APPLICATION_COMPLETED,22,6,1
2805,25650718REUC00107,134000.0,131981.39,60,F,1988-03-02,STREET VENDOR,40000.0,CAR,NISSAN,MARCH,2013,BO,191000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,35,10,0
2812,25650718REUM00046,27000.0,25406.67,24,F,1985-03-22,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,38,9,0
2815,25650718REUC00105,170000.0,169998.57,60,M,1960-02-25,เกษตรกร,12500.0,PU,ISUZU,D-MAX,2004,AC,227000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,63,19,0
2822,25650718ULMB00145,30000.0,30000.0,18,M,1979-05-01,STREET VENDOR,40000.0,MC,GPX,DRONE 150,2022,AV,54000,S3,2022-12-18,S2,NPL,APPLICATION_COMPLETED,44,1,1
2824,25650718REUC00006,200000.0,198124.35,48,M,1987-10-21,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2010,CR,271000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,36,13,0
2826,25650718ULMB00144,25000.0,14527.5,24,F,1998-05-05,อื่นๆ,13000.0,CAR,TOYOTA,COROLLA ALTIS,2004,AX,131500,S1,2022-07-18,S1,PL,APPLICATION_COMPLETED,25,19,0
2837,25650718ULCR00141,21000.0,20814.93,36,M,1981-01-03,อื่นๆ,20000.0,CAR,TOYOTA,COROLA,1997,IP,70000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,42,26,0
2851,25650718ULMB00169,31500.0,30783.25,36,F,1983-07-18,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DP,42000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,40,4,0
2867,25650718REUC00058,142600.0,140356.63,60,M,1980-07-07,พนักงานบริษัท,18000.0,CAR,SUZUKI,SWIFT,2012,AK,219500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,43,11,0
2871,25650718REUC00127,260000.0,259582.22,60,F,1980-06-29,พนักงานบริษัท,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,43,10,0
2873,25650718ULCR00117,160000.0,154407.01,36,F,1964-03-15,STREET VENDOR,21000.0,CAR,MITSUBISHI,ATTRAGE,2014,AC,229000,S1,2022-10-26,S2,PL,APPLICATION_COMPLETED,59,9,0
2903,25650719REUM00008,35000.0,25795.53,24,F,1993-07-22,STREET VENDOR,64072.0,MC,YAMAHA,AEROX 155,2019,AB,47000,S1,2022-07-19,S1,PL,APPLICATION_COMPLETED,30,4,0
2907,25650719ULMB00020,50000.0,49522.41,30,M,1987-02-02,พนักงานบริษัท,21500.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-31,S2,PL,APPLICATION_COMPLETED,36,3,0
2911,25650719REUM00004,20000.0,19934.46,18,F,1984-12-20,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-07-19,S1,PL,APPLICATION_COMPLETED,39,10,0
2919,25650719ULCR00033,159000.0,155282.86,36,F,1987-03-31,เกษตรกร,30000.0,CAR,TOYOTA,VIOS,2012,AZ,245000,S2,2022-10-25,S1,PL,APPLICATION_COMPLETED,36,11,0
2927,25650719REUC00013,90000.0,88218.92,36,F,1976-10-26,STREET VENDOR,60000.0,PU,ISUZU,DRAGON EYE,2001,DD,159500,S1,2023-01-16,S2,PL,APPLICATION_COMPLETED,47,22,0
2934,25650719REUC00018,110000.0,110000.0,60,M,1968-06-11,อื่นๆ,25000.0,CAR,TOYOTA,CAMRY,2004,DL,203000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,55,19,0
2942,25650719ULMB00060,15000.0,14978.71,24,F,1987-11-19,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,36,11,0
2952,25650719REUC00002,103000.0,103000.0,60,M,1982-12-25,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2006,AI,137500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,41,17,0
2961,25650719REUC00033,150000.0,147612.7,48,M,1985-11-04,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2004,AH,207000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,38,19,0
2970,25650719ULMB00066,31800.0,31711.72,36,M,1996-09-12,เกษตรกร,20000.0,MC,HONDA,WAVE 125 I,2021,DK,49000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,27,2,0
2972,25650719ULMB00067,40000.0,30120.88,12,F,1982-04-02,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2020,ED,76500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,3,0
2974,25650719ULMB00088,27000.0,26698.25,36,M,1974-05-05,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,49,8,0
2995,25650719ULCR00070,65000.0,63890.44,36,M,1976-02-05,พนักงานบริษัท,30000.0,CAR,CHEVROLET,CRUZE,2013,CF,218500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,47,10,0
3004,25650719REUM00039,31000.0,29625.06,36,M,1976-10-13,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-09,S2,PL,APPLICATION_COMPLETED,47,5,0
3006,25650719ULMB00098,48000.0,45527.85,30,F,1990-06-08,STREET VENDOR,40000.0,MC,HONDA,PCX 150,2018,DD,64500,S1,2022-07-19,S1,PL,APPLICATION_COMPLETED,33,5,0
3007,25650719ULMB00110,25000.0,24765.58,36,M,1997-06-11,STREET VENDOR,15000.0,MC,HONDA,PCX 150,2013,BS,41500,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,26,10,1
3014,25650719ULCR00087,247000.0,246993.31,60,M,1974-06-29,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2010,BN,308000,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,49,13,0
3020,25650719ULMB00109,50000.0,50000.0,36,M,1997-12-08,พนักงานบริษัท,14000.0,MC,HONDA,PCX 160,2021,BQ,82500,S3,2022-12-06,S2,NPL,APPLICATION_COMPLETED,26,2,1
3033,25650719ULMB00128,27000.0,24989.8,36,F,1985-11-16,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,38,16,0
3050,25650719ULMB00147,42000.0,41819.07,36,M,1986-04-25,พนักงานบริษัท,17000.0,MC,YAMAHA,AEROX 155,2021,BW,56000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,37,2,0
3055,25650719REUM00067,31500.0,30413.24,24,F,1990-05-29,ข้าราชการ,19430.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,33,4,1
3079,25650719REUM00046,18000.0,17938.8,36,F,2000-08-04,พนักงานบริษัท,13000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,23,10,1
3091,25650720ULMB00005,13000.0,12656.17,18,F,1976-10-22,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-20,S1,PL,APPLICATION_COMPLETED,47,13,0
3092,25650719REUC00019,172000.0,171900.8,48,M,1978-05-18,พนักงานบริษัท,53000.0,VAN,TOYOTA,COMMUTER,2008,FU,265000,S1,2022-07-20,S1,PL,APPLICATION_COMPLETED,45,15,0
3110,25650720REUC00002,285000.0,284524.88,60,M,1983-09-01,พนักงานบริษัท,12000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,40,10,0
3114,25650720REUC00027,110000.0,109799.5,36,F,1991-11-13,อื่นๆ,30000.0,PU,TOYOTA,HILUX TIGER,2000,HV,191000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,32,23,0
3117,25650720ULMB00031,40000.0,38719.34,24,M,1995-01-12,อื่นๆ,10000.0,MC,HONDA,PCX 150,2016,CF,56000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,28,7,1
3118,25650720ULMB00023,33000.0,32929.75,18,M,1974-08-05,เลี้ยงสัตว์,30000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,49,2,0
3123,25650720ULMB00037,15000.0,14518.31,18,M,1991-08-03,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,32,2,1
3124,25650720ULMB00022,23000.0,21988.1,36,M,1984-05-01,พนักงานบริษัท,75000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,39,13,0
3125,25650720REUM00011,25000.0,25000.0,36,F,1975-08-18,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2013,BU,34000,S3,2022-12-29,S2,NPL,APPLICATION_COMPLETED,48,10,1
3126,25650720REUC00034,108500.0,107763.8,60,M,1985-07-13,อาจารย์,15500.0,CAR,MAZDA,2,2010,BH,167000,S2,2022-11-18,S1,PL,APPLICATION_COMPLETED,38,13,0
